FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
020199,自動観測による現在天気,1,晴れ,,,,,Local
020199,自動観測による現在天気,2,曇り,,,,,Local
020199,自動観測による現在天気,3,雨,,,,,Local
020199,自動観測による現在天気,4,雨又は雪,,,,,Local
020199,自動観測による現在天気,5,雪,,,,,Local
020199,自動観測による現在天気,6-14,保留,,,,,Local
020199,自動観測による現在天気,15,欠測,,,,,Local
020200,雲量,0,10分雲量：0（一点の雲のない）,8分雲量：0（一点の雲のない）,,,,Local
020200,雲量,1,10分雲量：1以下（ただし0ではない）,8分雲量：1/8以下（0ではない）,,,,Local
020200,雲量,2,10分雲量：2〜3,8分雲量：2/8,,,,Local
020200,雲量,3,10分雲量：4,8分雲量：3/8,,,,Local
020200,雲量,4,10分雲量：5,8分雲量：4/8,,,,Local
020200,雲量,5,10分雲量：6,8分雲量：5/8,,,,Local
020200,雲量,6,10分雲量：7〜8,8分雲量：6/8,,,,Local
020200,雲量,7,10分雲量：9以上（ただし10ではない）,8分雲量：7/8以上（8/8ではない）,,,,Local
020200,雲量,8,10分雲量：10,8分雲量：8/8,,,,Local
020200,雲量,9,霧等により天空不明,,,,,Local
020200,雲量,10,霧等により天空の一部が不明,,,,,Local
020200,雲量,11,SCT（scattered）,,,,,Local
020200,雲量,12,BKN（broken）,,,,,Local
020200,雲量,13,FEW,,,,,Local
020200,雲量,14,NSC,,,,,Local
020200,雲量,15,その他の理由で雲量識別不能・観測なし,,,,,Local
020210,航空機の運航上重要な現象,0,保留,,,,,Local
020210,航空機の運航上重要な現象,1,積乱雲,,,,,Local
020210,航空機の運航上重要な現象,2,火山の噴火等,,,,,Local
020210,航空機の運航上重要な現象,3,トルネード,,,,,Local
020210,航空機の運航上重要な現象,4,ろうと雲,,,,,Local
020210,航空機の運航上重要な現象,5,水上のたつまき,,,,,Local
020210,航空機の運航上重要な現象,6,ウインドシヤー,,,,,Local
020210,航空機の運航上重要な現象,7-14,保留,,,,,Local
020210,航空機の運航上重要な現象,15,欠測,,,,,Local
020211,航空機の運航上重要な現在天気,0,保留,,,,,Local
020211,航空機の運航上重要な現在天気,1,着氷性の雨,,,,,Local
020211,航空機の運航上重要な現在天気,2,ひょう,,,,,Local
020211,航空機の運航上重要な現在天気,3,電光,,,,,Local
020211,航空機の運航上重要な現在天気,4,霧雨,,,,,Local
020211,航空機の運航上重要な現在天気,5,雨,,,,,Local
020211,航空機の運航上重要な現在天気,6,雪,,,,,Local
020211,航空機の運航上重要な現在天気,7,保留,,,,,Local
020211,航空機の運航上重要な現在天気,8,雷電,,,,,Local
020211,航空機の運航上重要な現在天気,9-14,保留,,,,,Local
020211,航空機の運航上重要な現在天気,15,欠測,,,,,Local
020212,自動観測による天気,0,晴,,,,,Local
020212,自動観測による天気,1,曇,,,,,Local
020212,自動観測による天気,2,煙霧,,,,,Local
020212,自動観測による天気,3,霧,,,,,Local
020212,自動観測による天気,4,降水又はしゅう雨性の降水,,,,,Local
020212,自動観測による天気,5,霧雨,,,,,Local
020212,自動観測による天気,6,着氷性の霧雨,,,,,Local
020212,自動観測による天気,7,雨,,,,,Local
020212,自動観測による天気,8,着氷性の雨,,,,,Local
020212,自動観測による天気,9,みぞれ,,,,,Local
020212,自動観測による天気,10,雪,,,,,Local
020212,自動観測による天気,11,凍雨,,,,,Local
020212,自動観測による天気,12,霧雪,,,,,Local
020212,自動観測による天気,13,しゅう雨又は止み間のある雨,,,,,Local
020212,自動観測による天気,14,しゅう雪又は止み間のある雪,,,,,Local
020212,自動観測による天気,15,ひょう,,,,,Local
020212,自動観測による天気,16-29,保留,,,,,Local
020212,自動観測による天気,30,天気不明,,,,,Local
020212,自動観測による天気,31,欠測,,,,,Local
