Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
雷活動度（雷の可能性及び雷の激しさ）,,0,,計算領域外又は欠測,,,,Local
雷活動度（雷の可能性及び雷の激しさ）,,1,,発雷の可能性は低い,,,,Local
雷活動度（雷の可能性及び雷の激しさ）,,2,,活動度1（雷可能性あり）：落雷の可能性がある,,,,Local
雷活動度（雷の可能性及び雷の激しさ）,,3,,活動度2（雷あり）：電光が見えたり雷鳴が聞こえる。落雷の可能性が高くなっている。,,,,Local
雷活動度（雷の可能性及び雷の激しさ）,,4,,活動度3（やや激しい雷）：落雷がある,,,,Local
雷活動度（雷の可能性及び雷の激しさ）,,5,,活動度4（激しい雷）：落雷が多数発生,,,,Local
雷活動度（雷の可能性及び雷の激しさ）,,6-255,,Reserved,,,,Local
