FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
B11192,風の諸元記述部の識別符,WIND,最大風速等の記述を示す識別符,,,,,Local
B11192,風の諸元記述部の識別符,STRM,風速25m/s以上の暴風域の記述を示す識別符,,,,,Local
B11192,風の諸元記述部の識別符,GALE,風速15m/s以上の強風域の記述を示す識別符,,,,,Local
B11192,風の諸元記述部の識別符,SWCA,暴風警戒域の記述を示す識別符,,,,,Local
B11193,風の変化（定性的表現）,1,風はさらに強まる見込みです。,,,,,Local
B11193,風の変化（定性的表現）,2,強い風が続く見込みです。,,,,,Local
B11193,風の変化（定性的表現）,3,風は次第に弱まる見込みです。,,,,,Local
B11193,風の変化（定性的表現）,4,風速が急に強まることが予想されます。,,,,,Local
B11193,風の変化（定性的表現）,5,風速が急に弱まることが予想されます。,,,,,Local
B11193,風の変化（定性的表現）,6,風速が大きく変動することが予想されます。,,,,,Local
B11193,風の変化（定性的表現）,7,風速が大きく変動する状態が続く見込みです。,,,,,Local
B11193,風の変化（定性的表現）,8,風向が大きく変動することが予想されます。,,,,,Local
B11193,風の変化（定性的表現）,9,風向が大きく変動する状態が続く見込みです。,,,,,Local
B11193,風の変化（定性的表現）,10,風向風速ともに急変することが予想されます。,,,,,Local
B11193,風の変化（定性的表現）,11,風向風速ともに急変する状態が続く見込みです。,,,,,Local
B11193,風の変化（定性的表現）,12,気流が大きく乱れることが予想されます。,,,,,Local
B11193,風の変化（定性的表現）,13,気流が大きく乱れる状態が続く見込みです。,,,,,Local
B11193,風の変化（定性的表現）,14-99,保留,,,,,Local
