ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
07,Location (vertical),007200,検潮所の固定点（球分体）,m,3,0,14,,,,,,Local
07,Location (vertical),007201,検潮所の観測基準面の標高,m,3,-10000,14,,,,,,Local
