Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
レーダープロダクト（ライダー共通）,10,1,パラメータカテゴリー,(see Code table 4.1),,4.1,,Local
レーダープロダクト（ライダー共通）,11,1,パラメータ番号,(see Code table 4.2),,4.2,,Local
レーダープロダクト（ライダー共通）,12,1,作成処理の種類,(see Code table 4.3),,4.3,,Local
レーダープロダクト（ライダー共通）,13,1,用いたサイトの数,,,,,Local
レーダープロダクト（ライダー共通）,14-17,4,サイトの緯度（10^-6 度単位）,,,,,Local
レーダープロダクト（ライダー共通）,18-21,4,サイトの経度（10^-6 度単位）,,,,,Local
レーダープロダクト（ライダー共通）,22-23,2,サイトの標高（1/10 m 単位）,,,,,Local
レーダープロダクト（ライダー共通）,24-27,4,サイトID（英数字）,,,,,Local
レーダープロダクト（ライダー共通）,28-29,2,サイトID（数字）,,,,,Local
レーダープロダクト（ライダー共通）,30-31,2,磁気偏角（10^-2 度・真方位単位）,,,,,Local
レーダープロダクト（ライダー共通）,32,1,期間の単位の指示符,(see Code table 4.4),,4.4,,Local
レーダープロダクト（ライダー共通）,33-34,2,資料の参照時刻からの観測開始時間,,,,,Local
レーダープロダクト（ライダー共通）,35-36,2,資料の参照時刻からの観測終了時間,,,,,Local
レーダープロダクト（ライダー共通）,37-40,4,送信周波数（GHz 単位）,,,,,Local
レーダープロダクト（ライダー共通）,41,1,偏波,(see Code table JMA4.6),,JMA4.6,,Local
レーダープロダクト（ライダー共通）,42,1,運用モード,,,,,Local
レーダープロダクト（ライダー共通）,43,1,反射更正定数（1/10 dB 単位）,,,,,Local
レーダープロダクト（ライダー共通）,44,1,送信電波品質,(see Code table JMA4.6),,JMA4.6,,Local
レーダープロダクト（ライダー共通）,45,1,クラッターフィルター指示符,(see Code table 4.14),,4.14,,Local
レーダープロダクト（ライダー共通）,46-47,2,アンテナ高度角定数（10^-2 度単位）,,,,,Local
レーダープロダクト（ライダー共通）,48,1,パルス繰り返し周波数の数,,,,,Local
レーダープロダクト（ライダー共通）,49-50,2,代表的なパルス繰り返し周波数1（1/10 Hz 単位）,,,,,Local
レーダープロダクト（ライダー共通）,51-52,2,代表的なパルス繰り返し周波数2（1/10 Hz 単位）,,,,,Local
レーダープロダクト（ライダー共通）,53-54,2,代表的なパルス繰り返し周波数3（1/10 Hz 単位）,,,,,Local
レーダープロダクト（ライダー共通）,55,1,エコー頂の参照反射率 (reference reflectivity)（1 dB 単位）,,,,,Local
レーダープロダクト（ライダー共通）,56,1,パルス繰り返し周波数の格納フラグ（Fp）,,,,,Local
レーダープロダクト（ライダー共通）,57,1,径線に沿ったデータの観測時刻の格納フラグ（Ft）,,,,,Local
レーダープロダクト（ライダー共通）,58-59,2,固定したパルス繰り返し周波数（1/10 Hz 単位）,,,,,Local
レーダープロダクト（ライダー共通）,60-61,2,径線に沿ったデータの観測時間間隔（10^-3 秒単位）,,,,,Local
レーダープロダクト（ライダー共通）,62-(61+2Nr(Fp+Ft)),,Fp/Ft に依存する径線毎のパルス繰り返し周波数および観測時間（可変長部分）,,,,,Local
